Cultivar,Empresa,Floracion_dias,Altura_cm,Densidad_sem,Rendimiento,Aceite_porcentaje,Rendimiento_Ajustado,Campania,Localidad,Latitud,Longitud,Ensayo,Tipo Ensayo,Epoca,Distancia_surcos,Tipo_Siembra,Densidad_siembra,Fecha_Siembra,Testigo,Visible
ACA 861,ACA,73,154,65426,4985,49.93,5380,2007-2008,Ascasubi,-39.38364306,-62.6666425,Ascasubi  2007-2008,Convencional,Normal,70,Convencional,63000,31/10/2007,NO,SI
ACA 861,ACA,69,135,60951,3494,45.82,3627,2007-2008,Balcarce,-37.84985917,-58.26744333,Balcarce  2007-2008,Convencional,Tardia,70,Convencional,60000,22/11/2007,NO,SI
ACA 861,ACA,80,125,57181,3554,49.18,3809,2007-2008,Balcarce,-37.84985917,-58.26744333,Balcarce  2007-2008,Convencional,Normal,70,Convencional,58000,19/10/2007,NO,SI
ACA 861,ACA,76,109,46040,1844,47.78,1951,2007-2008,Barrow,-38.311904,-60.231644,Barrow  2007-2008,Convencional,Normal,70,Convencional,45000,29/10/2007,NO,SI
ACA 861,ACA,72,119,49352,3153,44.15,3221,2007-2008,Bellocq,-35.932778,-61.487778,Bellocq  2007-2008,Convencional,Normal,70,Directa,48000,08/11/2007,NO,SI
ACA 861,ACA,64,160,46539,3212,46.39,3353,2007-2008,Bulnes,-33.51651972,-64.68343278,Bulnes  2007-2008,Convencional,Normal,52,Convencional,50000,24/10/2007,NO,SI
ACA 861,ACA,74,138,42583,3368,47.58,3556,2007-2008,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2007-2008,Convencional,Normal,70,Convencional,43000,29/10/2007,NO,SI
ACA 861,ACA,75,103,43409,2919,51.99,3211,2007-2008,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2007-2008,Convencional,Normal,70,Directa,44000,29/10/2007,NO,SI
ACA 861,ACA,78,,,2675,51.57,2931,2007-2008,Daireaux,-36.60010556,-61.74992333,Daireaux  2007-2008,Convencional,Normal,70,Convencional,,02/11/2007,NO,SI
ACA 861,ACA,66,170,,2201,47.68,2326,2007-2008,Gualeguay,-33.14982417,-59.36642722,Gualeguay  2007-2008,Convencional,Normal,52,Directa,,1/10/2007,NO,SI
ACA 861,ACA,68,205,,3340,49.52,3591,2007-2008,Hansenkamp,-31.4996975,-59.83314111,Hansenkamp  2007-2008,Convencional,Normal,52,Directa,,18/10/2007,NO,SI
ACA 861,ACA,66,154,45308,3340,46.99,3507,2007-2008,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2007-2008,Convencional,Normal,,,,17/10/2007,NO,SI
ACA 861,ACA,78,163,47863,2288,50.58,2484,2007-2008,Las Toscas,-28.34944556,-59.26643694,Las Toscas  2007-2008,Convencional,Normal,70,Convencional,46000,27/08/2007,SI,NO
ACA 861,ACA,52,165,59890,1751,38.33,1687,2007-2008,Manfredi,-31.83306333,-63.75004361,Manfredi  2007-2008,Convencional,Normal,52,Directa,56000,07/12/2007,NO,SI
ACA 861,ACA,58,165,38949,1852,38.13,1780,2007-2008,Manfredi,-31.83306333,-63.75004361,Manfredi  2007-2008,Convencional,Normal,70,Directa,43000,10/12/2007,NO,SI
ACA 861,ACA,78,137,,3157,50.13,3414,2007-2008,Parana,-31.73305611,-60.53317889,Parana  2007-2008,Convencional,Normal,52,Directa,,26/9/2007,NO,SI
ACA 861,ACA,80,,47096,2150,49.37,2308,2007-2008,Pavon,-34.379925,-59.03808611,Pavon  2007-2008,Convencional,Normal,70,Directa,49000,11/10/2007,NO,SI
ACA 861,ACA,,,,3524,46.49,3682,2007-2008,Pehuajo,-35.8000275,-61.89993139,Pehuajo  2007-2008,Convencional,Normal,70,Convencional,,30/10/2007,NO,SI
ACA 861,ACA,67,135,,3045,49.02,3259,2007-2008,Pergamino,-33.89989778,-60.58318222,Pergamino  2007-2008,Convencional,Normal,70,Convencional,,12/11/2007,NO,SI
ACA 861,ACA,89,172,47098,3098,45.24,3198,2007-2008,Reconquista,-29.14952389,-59.66645806,Reconquista  2007-2008,Convencional,Normal,70,Convencional,46000,23/08/2007,NO,SI
ACA 861,ACA,63,,62041,4172,47.79,4414,2007-2008,Tandil,-37.31680472,-59.13307167,Tandil  2007-2008,Convencional,Normal,70,Convencional,62000,17/11/2007,NO,SI
ACA 861,ACA,61,150,39910,3168,45.65,3284,2007-2008,Vicuña Mackenna,-33.91655694,-64.38342528,Vicuña Mackenna  2007-2008,Convencional,Normal,70,Directa,41000,25/10/2007,NO,SI
ACA 861,ACA,67,197,,3275,45.74,3397,2007-2008,Villegas,-35.03371806,-63.01708472,Villegas  2007-2008,Convencional,Normal,70,Convencional,,31/10/2007,SI,NO
ACA 861,ACA,65,165,,4124,50.01,4454,2008-2009,Asturias,-36.171533,-61.872622,Asturias  2008-2009,Convencional,Normal,,,,22/10/2008,NO,SI
ACA 861,ACA,71,141,59739,2160,44.2,2208,2008-2009,Balcarce,-37.84985917,-58.26744333,Balcarce  2008-2009,Convencional,Normal,70,Directa,60000,23/10/2008,NO,SI
ACA 861,ACA,66,128,46004,2850,45.71,2956,2008-2009,Barrow,-38.311904,-60.231644,Barrow  2008-2009,Convencional,Normal,70,Convencional,45000,05/11/2008,NO,SI
ACA 861,ACA,73,109,45270,1752,44.11,1789,2008-2009,Bellocq,-35.932778,-61.487778,Bellocq  2008-2009,Convencional,Normal,70,Directa,45000,24/10/2008,SI,NO
ACA 861,ACA,,170,48171,3516,46.5,3674,2008-2009,Bulnes,-33.51651972,-64.68343278,Bulnes  2008-2009,Convencional,Normal,52,Directa,45000,22/10/2008,SI,NO
ACA 861,ACA,67,132,45056,1501,41.41,1492,2008-2009,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2008-2009,Convencional,Normal,70,Convencional,45000,31/10/2008,NO,SI
ACA 861,ACA,69,145,47495,2346,41.5,2334,2008-2009,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2008-2009,Convencional,Normal,70,Directa,45000,30/10/2008,NO,SI
ACA 861,ACA,66,190,,3556,52.67,3935,2008-2009,General Villegas,-35.03371806,-63.01708472,General Villegas  2008-2009,Convencional,Normal,70,Directa,,30/10/2008,NO,SI
ACA 861,ACA,75,103,,1078,45.35,1114,2008-2009,Gualeguaychu,-33.01647778,-58.51637722,Gualeguaychu  2008-2009,Convencional,Normal,,,,04/10/2008,SI,NO
ACA 861,ACA,,143,30126,2705,41.5,2691,2008-2009,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2008-2009,Convencional,Normal,70,Directa,30000,21/10/2008,NO,SI
ACA 861,ACA,,170,45219,2184,48.02,2315,2008-2009,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2008-2009,Convencional,Normal,,,,20/10/2009,NO,SI
ACA 861,ACA,72,,52770,4097,48.69,4371,2008-2009,Intendente Alvear,-35.24999,-63.566695,Intendente Alvear  2008-2009,Convencional,Normal,70,Directa,52000,31/10/2008,NO,SI
ACA 861,ACA,,,43913,948,42.33,951,2008-2009,Las Toscas,-28.34944556,-59.26643694,Las Toscas  2008-2009,Convencional,Normal,70,Convencional,45000,23/08/2008,NO,SI
ACA 861,ACA,54,169,46882,2978,43.3,3017,2008-2009,Manfredi,-31.83306333,-63.75004361,Manfredi  2008-2009,Convencional,Normal,52,Directa,43000,03/11/2008,NO,SI
ACA 861,ACA,58,171,44730,2796,42.5,2810,2008-2009,Manfredi,-31.83306333,-63.75004361,Manfredi  2008-2009,Convencional,Normal,70,Directa,43000,05/11/2008,NO,SI
ACA 861,ACA,76,,,3227,49.16,3458,2008-2009,Miramar,-38.25021556,-57.83298972,Miramar  2008-2009,Convencional,Normal,70,Convencional,45000,31/10/2008,NO,SI
ACA 861,ACA,67,185,,2484,46.81,2603,2008-2009,Parana,-31.73305611,-60.53317889,Parana  2008-2009,Convencional,Normal,,,,07/10/2008,NO,SI
ACA 861,ACA,79,110,61905,3009,44.03,3070,2008-2009,Pieres,-38.393776,-58.672387,Pieres  2008-2009,Convencional,Normal,52,Directa,56000,30/10/2008,NO,SI
ACA 861,ACA,67,168,,3069,48.21,3260,2008-2009,Rafaela,-31.26634222,-61.48323694,Rafaela  2008-2009,Convencional,Normal,,Directa,,20/10/2008,NO,SI
ACA 861,ACA,69,168,44710,1275,46.53,1333,2008-2009,Rancul,-35.0666525,-64.68345083,Rancul  2008-2009,Convencional,Normal,52,Directa,42000,4/11/2008,NO,SI
ACA 861,ACA,85,175,47614,2883,49.29,3093,2008-2009,Reconquista,-29.14952389,-59.66645806,Reconquista  2008-2009,Convencional,Normal,70,Directa,47000,24/8/2008,NO,SI
ACA 861,ACA,66,137,,2253,51.05,2457,2008-2009,Rocamora,-32.345084,-58.972316,Rocamora  2008-2009,Convencional,Normal,,,,09/10/2008,NO,SI
ACA 861,ACA,70,151,,4211,49.11,4510,2008-2009,Tandil,-37.31680472,-59.13307167,Tandil  2008-2009,Convencional,Normal,70,Convencional,58000,31/10/2008,NO,SI
ACA 861,ACA,,,,783,43.18,792,2008-2009,Tres Lomas,-36.46674694,-62.86666194,Tres Lomas  2008-2009,Convencional,Normal,70,Convencional,,06/11/2008,NO,SI
ACA 861,ACA,,170,46730,3734,52.8,4137,2008-2009,Vicuña Mackenna,-33.91655694,-64.38342528,Vicuña Mackenna  2008-2009,Convencional,Normal,70,Directa,46000,12/11/2008,NO,SI
ACA 861,ACA,56,112,61242,685,52.39,756,2009-2010,Anguil,-36.516765,-64.01673306,Anguil  2009-2010,Convencional,Normal,52,Directa,50000,03/12/2009,NO,SI
ACA 861,ACA,56,152,68065,2578,50.7,2802,2009-2010,Balcarce,-37.84985917,-58.26744333,Balcarce  2009-2010,Convencional,Normal,52,Directa,50000,24/11/2009,NO,SI
ACA 861,ACA,69,158,62445,3946,47.95,4181,2009-2010,Balcarce,-37.84985917,-58.26744333,Balcarce  2009-2010,Convencional,Normal,52,Directa,50000,22/10/2009,NO,SI
ACA 861,ACA,62,,43009,975,44.98,1004,2009-2010,Barrow,-38.311904,-60.231644,Barrow  2009-2010,Convencional,Normal,52,Directa,,29/10/2009,NO,SI
ACA 861,ACA,76,153,56632,4473,54.36,5026,2009-2010,Bellocq,-35.932778,-61.487778,Bellocq  2009-2010,Convencional,Normal,52,Directa,50000,20/10/2009,NO,SI
ACA 861,ACA,58,150,52450,1530,42.98,1545,2009-2010,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2009-2010,Convencional,Normal,52,Directa,48000,02/11/2009,NO,NO
ACA 861,ACA,61,171,46227,2399,50.02,2591,2009-2010,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2009-2010,Convencional,Normal,52,Convencional,48000,03/11/2009,NO,SI
ACA 861,ACA,,170,45219,2184,48.02,2315,2009-2010,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2009-2010,Convencional,Normal,52,Directa,45000,20/10/2009,NO,SI
ACA 861,ACA,63,,,1258,52.74,1393,2009-2010,La Paz,-33.4498475,-67.56695167,La Paz  2009-2010,Convencional,Normal,,,,22/10/2009,NO,SI
ACA 861,ACA,56,160,45992,2079,47.29,2189,2009-2010,Manfredi,-31.83306333,-63.75004361,Manfredi  2009-2010,Convencional,Normal,70,Directa,40000,20/11/2009,NO,SI
ACA 861,ACA,58,136,59841,1916,45.88,1990,2009-2010,Manfredi,-31.83306333,-63.75004361,Manfredi  2009-2010,Convencional,Normal,52,Directa,50000,17/11/2009,SI,NO
ACA 861,ACA,,150,,2561,47.46,2701,2009-2010,Martinez de Hoz,-35.31666306,-61.61657472,Martinez de Hoz  2009-2010,Convencional,Normal,,,,20/11/2009,NO,SI
ACA 861,ACA,69,150,,3397,47.51,3584,2009-2010,Miramar,-38.25021556,-57.83298972,Miramar  2009-2010,Convencional,Normal,52,Convencional,50000,31/10/2009,NO,SI
ACA 861,ACA,75,,,2779,56.7,3188,2009-2010,Nogoya,-32.39978222,-59.78313056,Nogoya  2009-2010,Convencional,Normal,,,,09/10/2009,NO,SI
ACA 861,ACA,63,159,61431,3625,50.5,3933,2009-2010,Pieres,-38.393776,-58.672387,Pieres  2009-2010,Convencional,Normal,52,Directa,48000,29/10/2009,NO,SI
ACA 861,ACA,69,147,,1967,42.92,1985,2009-2010,Reconquista,-29.14952389,-59.66645806,Reconquista  2009-2010,Convencional,Normal,,,,08/09/2009,NO,NO
ACA 861,ACA,58,152,,2768,53.94,3098,2009-2010,Tandil,-37.31680472,-59.13307167,Tandil  2009-2010,Convencional,Normal,52,Directa,50000,06/11/2009,NO,SI
ACA 861,ACA,,125,45485,1786,48.22,1897,2009-2010,Vicuña Mackenna,-33.91655694,-64.38342528,Vicuña Mackenna  2009-2010,Convencional,Normal,70,Directa,47000,25/11/2009,NO,SI
ACA 861,ACA,55,164,55632,3699,47.91,3918,2010-2011,Anguil,-36.516765,-64.01673306,Anguil  2010-2011,Convencional,Normal,52,Directa,45000,19/11/2010,NO,SI
ACA 861,ACA,66,160,51416,3131,43.82,3188,2010-2011,Balcarce,-37.84985917,-58.26744333,Balcarce  2010-2011,Convencional,Normal,52,Directa,53000,24/11/2010,NO,SI
ACA 861,ACA,72,137,55422,3043,50.26,3294,2010-2011,Balcarce,-37.84985917,-58.26744333,Balcarce  2010-2011,Convencional,Normal,52,Directa,55000,22/10/2010,NO,SI
ACA 861,ACA,72,149,,3414,50.71,3711,2010-2011,Barrow,-38.311904,-60.231644,Barrow  2010-2011,Convencional,Normal,52,Directa,45000,25/10/2010,NO,SI
ACA 861,ACA,76,,,3839,50.91,4181,2010-2011,Bellocq,-35.932778,-61.487778,Bellocq  2010-2011,Convencional,Normal,52,Directa,45000,19/10/2010,NO,SI
ACA 861,ACA,,144,53657,3558,46.75,3727,2010-2011,Bulnes,-33.51651972,-64.68343278,Bulnes  2010-2011,Convencional,Normal,52,Convencional,45000,20/10/2010,NO,SI
ACA 861,ACA,,144,53657,3558,46.75,3727,2010-2011,Bulnes,-33.51651972,-64.68343278,Bulnes  2010-2011,Convencional,Normal,52,Convencional,45000,20/10/2010,NO,SI
ACA 861,ACA,75,126,,2870,49.73,3092,2010-2011,Daireaux,-36.60010556,-61.74992333,Daireaux  2010-2011,Convencional,Normal,,,,03/11/2010,SI,NO
ACA 861,ACA,67,192,49359,3056,52.43,3375,2010-2011,General Belgrano,-35.7666875,-58.4997,General Belgrano  2010-2011,Convencional,Normal,52,Directa,50000,20/10/2010,SI,NO
ACA 861,ACA,,110,43796,2752,52.01,3027,2010-2011,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2010-2011,Convencional,Normal,52,Directa,43000,25/10/2010,NO,SI
ACA 861,ACA,66,122,,1222,51.67,1340,2012-2013,La Montenegrina,-26.995442,-60.680223,La Montenegrina  2012-2013,Convencional,Normal,,,,31/08/2012,NO,SI
ACA 861,ACA,56,130,44208,3744,52.42,4134,2010-2011,Manfredi,-31.83306333,-63.75004361,Manfredi  2010-2011,Convencional,Normal,70,Directa,45000,24/11/2010,NO,SI
ACA 861,ACA,59,122,49659,2543,48.57,2710,2010-2011,Manfredi,-31.83306333,-63.75004361,Manfredi  2010-2011,Convencional,Normal,52,Directa,,19/11/2010,SI,NO
ACA 861,ACA,,,64286,4095,48.36,4355,2010-2011,Miramar,-38.25021556,-57.83298972,Miramar  2010-2011,Convencional,Normal,52,Directa,48000,28/10/2010,NO,SI
ACA 861,ACA,84,170,,2986,48.1,3168,2010-2011,Parana,-31.73305611,-60.53317889,Parana  2010-2011,Convencional,Normal,,,,16/09/2010,NO,SI
ACA 861,ACA,76,120,59048,3553,48.66,3790,2010-2011,Pieres,-38.393776,-58.672387,Pieres  2010-2011,Convencional,Normal,52,Directa,50000,25/10/2010,NO,SI
ACA 861,ACA,80,157,,2689,48.93,2875,2010-2011,Reconquista,-29.14952389,-59.66645806,Reconquista  2010-2011,Convencional,Normal,,,,09/09/2010,NO,SI
ACA 861,ACA,72,130,,2931,46.85,3073,2010-2011,Rocamora,-32.345084,-58.972316,Rocamora  2010-2011,Convencional,Normal,,,,21/10/2010,NO,SI
ACA 861,ACA,65,149,45022,3455,51.16,3771,2010-2011,Tandil,-37.31680472,-59.13307167,Tandil  2010-2011,Convencional,Normal,52,Directa,48000,13/11/2010,NO,SI
ACA 861,ACA,66,126,,4319,47.21,4544,2010-2011,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2010-2011,Convencional,Normal,,,,28/10/2010,NO,SI
ACA 861,ACA,,,44555,1527,48.83,1631,2010-2011,Villa Mirasol,-36.10005167,-63.88339056,Villa Mirasol  2010-2011,Convencional,Normal,,,,,NO,SI
ACA 861,ACA,69,177,,3976,50.63,4319,2010-2011,Villegas,-35.03371806,-63.01708472,Villegas  2010-2011,Convencional,Normal,,,,18/10/2010,NO,SI
ACA 861,ACA,66,127,46135,1820,48.69,1942,2011-2012,Anguil,-36.516765,-64.01673306,Anguil  2011-2012,Convencional,Normal,52,Directa,47000,27/10/2011,NO,SI
ACA 861,ACA,64,135,53450,2666,47.31,2808,2011-2012,Balcarce,-37.84985917,-58.26744333,Balcarce  2011-2012,Convencional,Tardia,52,Directa,53000,29/11/2011,NO,SI
ACA 861,ACA,73,158,55332,2582,47.3,2719,2011-2012,Balcarce,-37.84985917,-58.26744333,Balcarce  2011-2012,Convencional,Normal,52,Directa,53000,21/10/2011,NO,SI
ACA 861,ACA,69,181,,2712,40.04,2659,2011-2012,Barrow,-38.311904,-60.231644,Barrow  2011-2012,Convencional,Normal,52,Directa,45000,24/10/2011,NO,SI
ACA 861,ACA,73,168,,5017,46.14,5225,2011-2012,Bellocq,-35.932778,-61.487778,Bellocq  2011-2012,Convencional,Normal,52,Directa,45000,20/10/2011,NO,SI
ACA 861,ACA,66,112,42174,3591,43.52,3646,2011-2012,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2011-2012,Convencional,Normal,52,Directa,43000,02/11/2011,NO,SI
ACA 861,ACA,71,177,52772,2742,50.58,2977,2011-2012,General Belgrano,-35.7666875,-58.4997,General Belgrano  2011-2012,Convencional,Normal,52,Directa,54000,15/10/2010,NO,SI
ACA 861,ACA,80,169,53728,3194,52.04,3515,2011-2012,General Madariaga,-37.00011778,-57.13295222,General Madariaga  2011-2012,Convencional,Normal,70,Convencional,52000,04/10/2011,NO,SI
ACA 861,ACA,,,43947,2408,50.5,2613,2011-2012,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2011-2012,Convencional,Normal,,,,22/10/2011,NO,SI
ACA 861,ACA,63,,48773,1684,48.45,1793,2011-2012,Intendente Alvear,-35.24999,-63.566695,Intendente Alvear  2011-2012,Convencional,Normal,52,Directa,48000,01/11/2011,NO,SI
ACA 861,ACA,,,41213,1676,41.8,1673,2011-2012,Manfredi,-31.83306333,-63.75004361,Manfredi  2011-2012,Convencional,Normal,,,,29/11/2011,NO,SI
ACA 861,ACA,,,64028,2189,44.1,2235,2011-2012,Manfredi,-31.83306333,-63.75004361,Manfredi  2011-2012,Convencional,Normal,,,,25/11/2011,NO,SI
ACA 861,ACA,80,168,57143,2593,,,2011-2012,Miramar,-38.25021556,-57.83298972,Miramar  2011-2012,Convencional,Normal,52,Directa,53000,27/10/2011,NO,SI
ACA 861,ACA,75,170,57095,2983,39.86,2919,2011-2012,Pieres,-38.393776,-58.672387,Pieres  2011-2012,Convencional,Normal,52,Directa,48000,27/10/2011,NO,SI
ACA 861,ACA,77,175,,3379,45.5,3497,2011-2012,Reconquista,-29.14952389,-59.66645806,Reconquista  2011-2012,Convencional,Normal,,,,07/09/2011,NO,SI
ACA 861,ACA,75,153,56184,3440,50.51,3733,2011-2012,Tandil,-37.31680472,-59.13307167,Tandil  2011-2012,Convencional,Normal,52,Directa,57000,26/10/2010,NO,SI
ACA 861,ACA,62,140,,3213,43.86,3273,2011-2012,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2011-2012,Convencional,Normal,,,,11/11/2011,NO,SI
ACA 861,ACA,,,73733,1463,49.6,1574,2011-2012,Vicuña Mackenna,-33.91655694,-64.38342528,Vicuña Mackenna  2011-2012,Convencional,Normal,,,,22/10/2011,NO,SI
ACA 861,ACA,83,135,,1181,49.97,1275,2011-2012,Villa Ocampo,-28.48278694,-59.36644139,Villa Ocampo  2011-2012,Convencional,Normal,,,,24/08/2011,NO,SI
ACA 861,ACA,64,150,,3945,47.74,4171,2011-2012,Villegas,-35.03371806,-63.01708472,Villegas  2011-2012,Convencional,Normal,,,,03/11/2011,NO,SI
ACA 867,ACA,67,127,,1666,52.4,1839,2012-2013,La Montenegrina,-26.995442,-60.680223,La Montenegrina  2012-2013,Convencional,Normal,,,,31/08/2012,NO,SI
ACA 861,ACA,68,173,,2212,51.95,2432,2012-2013,Reconquista,-29.14952389,-59.66645806,Reconquista  2012-2013,Convencional,Normal,,,,11/09/2012,NO,SI
ACA 861,ACA,,,,3183,48.37,3386,2012-2013,Sachajov,-26.68265111,-61.83326778,Sachajov  2012-2013,Convencional,Normal,,,,17/08/2012,NO,SI
ACA 861,ACA,74,165,,2154,51.79,2365,2012-2013,Villa Ocampo,-28.48278694,-59.36644139,Villa Ocampo  2012-2013,Convencional,Normal,,,,07/09/2012,NO,SI
ACA 861,ACA,62,120,53686,1583,44.43,1621,2013-2014,Anguil,-36.516765,-64.01673306,Anguil  2013-2014,Convencional,Normal,52,Directa,47000,05/11/2013,NO,SI
ACA 861,ACA,69,142,54317,3349,47.81,3544,2013-2014,Balcarce,-37.84985917,-58.26744333,Balcarce  2013-2014,Convencional,Normal,52,Directa,54000,29/10/2013,NO,SI
ACA 861,ACA,64,145,55263,2754,50.02,2975,2013-2014,Balcarce,-37.84985917,-58.26744333,Balcarce  2013-2014,Convencional,Normal,52,Directa,53000,28/11/2013,NO,SI
ACA 861,ACA,75,,,3122,54.31,3506,2013-2014,Daireaux,-36.60010556,-61.74992333,Daireaux  2013-2014,Convencional,Normal,,,,24/10/2013,NO,SI
ACA 861,ACA,63,153,48077,3455,40.53,3404,2013-2014,Intendente Alvear,-35.24999,-63.566695,Intendente Alvear  2013-2014,Convencional,Normal,52,Directa,49000,07/11/2013,NO,SI
ACA 876,ACA,75,168,51249,1573,49.5,1691,2004-2005,La Montenegrina,-26.995442,-60.680223,La Montenegrina  2004-2005,Convencional,Normal,,,49000,28/08/2004,SI,NO
ACA 861,ACA,80,152,45091,1621,45.12,1672,2013-2014,Reconquista,-29.14952389,-59.66645806,Reconquista  2013-2014,Convencional,Normal,,,,19/09/2013,NO,SI
ACA 861,ACA,81,177,,3205,46.37,3345,2013-2014,San Justo,-34.68326694,-58.54971667,San Justo  2013-2014,Convencional,Normal,,,,21/09/2013,NO,SI
ACA 861,ACA,72,139,54310,3746,47.98,3970,2013-2014,Tandil,-37.31680472,-59.13307167,Tandil  2013-2014,Convencional,Normal,52,Directa,64000,02/11/2013,NO,SI
ACA 861,ACA,77,162,,1645,48.51,1752,2013-2014,Villa Ocampo,-28.48278694,-59.36644139,Villa Ocampo  2013-2014,Convencional,Normal,,,,19/09/2013,NO,SI
ACA 861,ACA,64,175,,2953,47.65,3120,2013-2014,Villegas,-35.03371806,-63.01708472,Villegas  2013-2014,Convencional,Normal,,,,27/10/2013,NO,SI
ACA 861,ACA,82,166,49700,3052,47.99,3235,2014-2015,Ceres,-29.88290806,-61.94992972,Ceres  2014-2015,Convencional,Normal,,,,09/09/2014,NO,SI
ACA 884,ACA,73,168,53211,1572,47.2,1654,2004-2005,La Montenegrina,-26.995442,-60.680223,La Montenegrina  2004-2005,Convencional,Normal,,,49000,28/08/2004,NO,SI
ACA 861,ACA,79,139,51273,2418,52.25,2666,2014-2015,Reconquista,-29.14952389,-59.66645806,Reconquista  2014-2015,Convencional,Normal,,,,14/08/2014,NO,SI
ACA 861,ACA,78,155,45818,2602,46.14,2710,2014-2015,Villa Ocampo,-28.48278694,-59.36644139,Villa Ocampo  2014-2015,Convencional,Normal,,,,12/08/2014,NO,SI
ACA 861,ACA,83,164,56248,3920,48.7,4183,2015-2016,Ceres,-29.88290806,-61.94992972,Ceres  2015-2016,Convencional,Normal,,,,27/08/2015,NO,SI
ACA 861,ACA,,160,52305,2975,49.47,3197,2015-2016,Las Breñas,-27.08267861,-61.08321361,Las Breñas  2015-2016,Convencional,Normal,,,,26/08/2015,NO,SI
ACA 861,ACA,85,166,47521,2319,51.75,2545,2015-2016,Reconquista,-29.14952389,-59.66645806,Reconquista  2015-2016,Convencional,Normal,,,,28/08/2015,NO,SI
ACA 861,ACA,91,,,2738,43.98,2792,2015-2016,San Justo,-34.68326694,-58.54971667,San Justo  2015-2016,Convencional,Normal,,,,28/08/2015,NO,SI
ACA 861,ACA,,205,,1598,46.64,1672,2016-2017,Los Frentones,-26.415965,-61.39989583,Los Frentones  2016-2017,Convencional,Normal,,,,08/09/2016,NO,SI
ACA 861,ACA,85,155,,2077,50.7,2258,2016-2017,Reconquista,-29.14952389,-59.66645806,Reconquista  2016-2017,Convencional,Normal,,,,11/08/2016,NO,SI
ACA 861,ACA,,165,,2726,,,2016-2017,Roque Saenz Peña,-26.79932333,-60.44983639,Roque Saenz Peña  2016-2017,Convencional,Normal,,,,12/08/2016,NO,SI
ACA 861,ACA,84,,,3417,50.4,3704,2016-2017,San Justo,-34.68326694,-58.54971667,San Justo  2016-2017,Convencional,Normal,,,,09/08/2016,NO,SI
ACA 862,ACA,76,228,,3330,46.58,3483,2006-2007,Villegas,-35.03371806,-63.01708472,Villegas  2006-2007,Convencional,Normal,,,,19/10/2006,NO,SI
ACA 862 HO,ACA,,,61966,4005,49.53,4307,2007-2008,Anguil,-36.516765,-64.01673306,Anguil  2007-2008,Alto Oleico,Normal,70,Convencional,61000,25/102007,NO,SI
ACA 862 HO,ACA,80,,44973,1534,50.05,1657,2007-2008,Las Toscas,-28.34944556,-59.26643694,Las Toscas  2007-2008,Alto Oleico,Normal,70,Convencional,46000,27/8/2007,NO,SI
ACA 862 HO,ACA,61,180,41446,2000,38.77,1935,2007-2008,Manfredi,-31.83306333,-63.75004361,Manfredi  2007-2008,Alto Oleico,Normal,70,Directa,41000,11/12/2007,NO,SI
ACA 862 HO,ACA,88,163,45503,2839,46.05,2954,2007-2008,Reconquista,-29.14952389,-59.66645806,Reconquista  2007-2008,Alto Oleico,Normal,70,Convencional,45000,24/8/2007,NO,SI
ACA 862 HO,ACA,70,148,59615,2219,48.75,2369,2008-2009,Anguil,-36.516765,-64.01673306,Anguil  2008-2009,Alto Oleico,Normal,70,Directa,57000,27/10/2008,NO,SI
ACA 862 HO,ACA,73,123,58463,1622,46.21,1690,2008-2009,Balcarce,-37.84985917,-58.26744333,Balcarce  2008-2009,Alto Oleico,Normal,70,Directa,56000,28/10/2008,NO,SI
ACA 862 HO,ACA,73,123,58463,1622,46.21,1690,2008-2009,Balcarce,-37.84985917,-58.26744333,Balcarce  2008-2009,Alto Oleico,Normal,70,Directa,56000,28/10/2008,NO,SI
ACA 862 HO,ACA,73,131,45918,2075,44.53,2127,2008-2009,Barrow,-38.311904,-60.231644,Barrow  2008-2009,Alto Oleico,Normal,70,Convencional,45000,6/11/2008,NO,SI
ACA 862 HO,ACA,74,190,,4135,50.21,4474,2008-2009,Bellocq,-35.932778,-61.487778,Bellocq  2008-2009,Alto Oleico,Normal,70,Convencional,,16/10/2008,NO,SI
ACA 862 HO,ACA,74,190,,4135,50.21,4474,2008-2009,Bellocq,-35.932778,-61.487778,Bellocq  2008-2009,Alto Oleico,Normal,70,Convencional,,16/10/2008,NO,SI
ACA 862 HO,ACA,60,170,44883,2455,44.6,2519,2008-2009,Manfredi,-31.83306333,-63.75004361,Manfredi  2008-2009,Alto Oleico,Normal,70,Directa,43000,6/11/2008,NO,SI
