Cultivar,Empresa,Floracion_dias,Altura_cm,Densidad_sem,Rendimiento,Aceite_porcentaje,Rendimiento_Ajustado,Campania,Localidad,Latitud,Longitud,Ensayo,Tipo Ensayo,Epoca,Distancia_surcos,Tipo_Siembra,Densidad_siembra,Fecha_Siembra,Testigo,Visible
ACA 866 HO,ACA,79,155,56548,2821,,,2011-2012,Miramar,-38.25021556,-57.83298972,Miramar  2011-2012,Convencional,Normal,52,Directa,53000,27/10/2011,NO,SI
ACA 866 HO,ACA,81,183,,2996,52.16,3300,2011-2012,Reconquista,-29.14952389,-59.66645806,Reconquista  2011-2012,Convencional,Normal,,,,07/09/2011,NO,SI
ACA 866 HO,ACA,77,170,53640,2949,55.14,3336,2011-2012,Tandil,-37.31680472,-59.13307167,Tandil  2011-2012,Convencional,Normal,52,Directa,57000,26/10/2010,NO,SI
ACA 866 HO,ACA,,,,1157,48.9,1237,2011-2012,Vicuña Mackenna,-33.91655694,-64.38342528,Vicuña Mackenna  2011-2012,Convencional,Normal,,,,22/10/2011,NO,SI
ACA 866 HO,ACA,54,171,,3146,51.73,3452,2012-2013,Anguil,-36.516765,-64.01673306,Anguil  2012-2013,Convencional,Normal,52,Directa,47000,07/11/2012,NO,SI
ACA 866 HO,ACA,65,172,55361,2795,51.96,3073,2012-2013,Balcarce,-37.84985917,-58.26744333,Balcarce  2012-2013,Tardia,Normal,52,Directa,54000,29/11/2012,NO,SI
ACA 866 HO,ACA,,141,35510,2731,50.77,2971,2012-2013,Barrow,-38.311904,-60.231644,Barrow  2012-2013,Convencional,Normal,52,Directa,34000,02/11/2012,NO,SI
ACA 866 HO,ACA,70,152,,3606,53.47,4020,2012-2013,Bellocq,-35.932778,-61.487778,Bellocq  2012-2013,Convencional,Normal,52,Directa,45000,20/10/2012,NO,SI
ACA 866 HO,ACA,,,47984,2155,49.34,2313,2012-2013,Bulnes,-33.51651972,-64.68343278,Bulnes  2012-2013,Convencional,Normal,,,,07/11/2012,NO,SI
ACA 866 HO,ACA,,,47984,2155,49.34,2313,2012-2013,Bulnes,-33.51651972,-64.68343278,Bulnes  2012-2013,Convencional,Normal,,,,07/11/2012,NO,SI
ACA 866 HO,ACA,,,41615,3991,52.01,4390,2012-2013,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2012-2013,Convencional,Normal,,,,30/11/2012,NO,SI
ACA 866 HO,ACA,58,185,,4532,53.39,5048,2012-2013,Intendente Alvear,-35.24999,-63.566695,Intendente Alvear  2012-2013,Convencional,Normal,52,Directa,49000,01/11/2012,NO,SI
ACA 866 HO,ACA,59,157,48271,2949,48.73,3147,2012-2013,Manfredi,-31.83306333,-63.75004361,Manfredi  2012-2013,Convencional,Normal,,,,24/11/2012,NO,SI
ACA 866 HO,ACA,55,147,37997,2375,47.44,2504,2012-2013,Manfredi,-31.83306333,-63.75004361,Manfredi  2012-2013,Convencional,Normal,,,,26/11/2012,NO,SI
ACA 866 HO,ACA,74,188,,2120,53.74,2369,2012-2013,Reconquista,-29.14952389,-59.66645806,Reconquista  2012-2013,Convencional,Normal,,,,11/09/2012,NO,SI
ACA 866 HO,ACA,70,171,41667,2735,49.97,2953,2012-2013,Tandil,-37.31680472,-59.13307167,Tandil  2012-2013,Convencional,Normal,52,Directa,40000,17/11/2012,NO,SI
ACA 867,ACA,54,161,,3545,51.51,3882,2012-2013,Anguil,-36.516765,-64.01673306,Anguil  2012-2013,Convencional,Normal,52,Directa,47000,07/11/2012,NO,SI
ACA 867,ACA,66,172,55361,3083,51.31,3370,2012-2013,Balcarce,-37.84985917,-58.26744333,Balcarce  2012-2013,Tardia,Normal,52,Directa,54000,29/11/2012,NO,SI
ACA 867,ACA,,154,34364,2764,50.59,3001,2012-2013,Barrow,-38.311904,-60.231644,Barrow  2012-2013,Convencional,Normal,52,Directa,34000,02/11/2012,NO,SI
ACA 867,ACA,70,157,,3824,50.81,4161,2012-2013,Bellocq,-35.932778,-61.487778,Bellocq  2012-2013,Convencional,Normal,52,Directa,45000,20/10/2012,NO,NO
ACA 867,ACA,,,45497,2459,46.02,2558,2012-2013,Bulnes,-33.51651972,-64.68343278,Bulnes  2012-2013,Convencional,Normal,,,,07/11/2012,SI,NO
ACA 867,ACA,,,45497,2459,46.02,2558,2012-2013,Bulnes,-33.51651972,-64.68343278,Bulnes  2012-2013,Convencional,Normal,,,,07/11/2012,SI,NO
ACA 867,ACA,,,,1827,50.1,1975,2012-2013,Carhue,-37.16680111,-62.73331667,Carhue  2012-2013,Convencional,Normal,52,Directa,46000,13/11/2012,SI,NO
ACA 867,ACA,71,164,43699,4156,53.46,4632,2012-2013,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2012-2013,Convencional,Normal,52,Directa,43000,31/10/2012,NO,SI
ACA 867,ACA,81,177,57120,3950,52.36,4359,2012-2013,General Madariaga,-37.00011778,-57.13295222,General Madariaga  2012-2013,Convencional,Normal,70,Convencional,57000,12/10/2012,NO,SI
ACA 867,ACA,,,46985,4087,50.5,4434,2012-2013,Huinca Renanco,-34.83329556,-64.3667525,Huinca Renanco  2012-2013,Convencional,Normal,,,,30/11/2012,NO,SI
ACA 867,ACA,57,178,,4772,52.61,5278,2012-2013,Intendente Alvear,-35.24999,-63.566695,Intendente Alvear  2012-2013,Convencional,Normal,52,Directa,49000,01/11/2012,NO,SI
ACA 885,ACA,76,171,51527,1491,47.6,1574,2004-2005,La Montenegrina,-26.995442,-60.680223,La Montenegrina  2004-2005,Convencional,Normal,,,49000,28/08/2004,NO,SI
ACA 867,ACA,59,145,59921,3183,46.41,3323,2012-2013,Manfredi,-31.83306333,-63.75004361,Manfredi  2012-2013,Convencional,Normal,,,,24/11/2012,NO,SI
ACA 867,ACA,68,155,39902,2530,48.45,2693,2012-2013,Manfredi,-31.83306333,-63.75004361,Manfredi  2012-2013,Convencional,Normal,,,,26/11/2012,NO,SI
ACA 867,ACA,68,182,,2475,53.36,2756,2012-2013,Reconquista,-29.14952389,-59.66645806,Reconquista  2012-2013,Convencional,Normal,,,,11/09/2012,NO,SI
ACA 867,ACA,,,,1789,48.47,1905,2012-2013,Sachajov,-26.68265111,-61.83326778,Sachajov  2012-2013,Convencional,Normal,,,,17/08/2012,NO,SI
ACA 867,ACA,70,166,37500,2434,49.46,2616,2012-2013,Tandil,-37.31680472,-59.13307167,Tandil  2012-2013,Convencional,Normal,52,Directa,40000,17/11/2012,SI,NO
ACA 867,ACA,70,209,,3735,55.55,4241,2012-2013,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2012-2013,Convencional,Normal,,,,26/10/2012,SI,NO
ACA 867,ACA,76,170,,1853,52.37,2045,2012-2013,Villa Ocampo,-28.48278694,-59.36644139,Villa Ocampo  2012-2013,Convencional,Normal,,,,07/09/2012,SI,NO
ACA 867,ACA,62,178,,4298,43.74,4373,2012-2013,Villegas,-35.03371806,-63.01708472,Villegas  2012-2013,Convencional,Normal,,,,12/11/2012,NO,SI
ACA 867,ACA,61,139,52885,1726,47.36,1819,2013-2014,Anguil,-36.516765,-64.01673306,Anguil  2013-2014,Convencional,Normal,52,Directa,47000,05/11/2013,NO,SI
ACA 867,ACA,,142,,2476,49.81,2669,2013-2014,Bolívar,-36.23340306,-61.11654167,Bolívar  2013-2014,Convencional,Normal,,,,04/11/2013,NO,SI
ACA 867,ACA,80,,,3469,52.84,3845,2013-2014,Daireaux,-36.60010556,-61.74992333,Daireaux  2013-2014,Convencional,Normal,,,,24/10/2013,NO,SI
ACA 867,ACA,62,152,51282,3090,47.96,3274,2013-2014,Intendente Alvear,-35.24999,-63.566695,Intendente Alvear  2013-2014,Convencional,Normal,52,Directa,49000,07/11/2013,NO,SI
ACA 886,ACA,76,171,49789,1536,45.4,1588,2004-2005,La Montenegrina,-26.995442,-60.680223,La Montenegrina  2004-2005,Convencional,Normal,,,49000,28/08/2004,NO,SI
ACA 867,ACA,69,150,54121,3539,54.8,3992,2013-2014,Pieres,-38.393776,-58.672387,Pieres  2013-2014,Convencional,Normal,52,Directa,56000,04/11/2013,NO,SI
ACA 867,ACA,80,160,46545,1572,50.01,1698,2013-2014,Reconquista,-29.14952389,-59.66645806,Reconquista  2013-2014,Convencional,Normal,,,,19/09/2013,NO,SI
ACA 867,ACA,79,132,,1512,45.72,1568,2013-2014,San Justo,-34.68326694,-58.54971667,San Justo  2013-2014,Convencional,Normal,,,,21/09/2013,NO,SI
ACA 867,ACA,76,163,,1762,50.03,1903,2013-2014,Villa Ocampo,-28.48278694,-59.36644139,Villa Ocampo  2013-2014,Convencional,Normal,,,,19/09/2013,NO,SI
ACA 867,ACA,64,173,,3553,52.16,3914,2013-2014,Villegas,-35.03371806,-63.01708472,Villegas  2013-2014,Convencional,Normal,,,,27/10/2013,NO,SI
ACA 867,ACA,53,130,59295,5133,50.56,5572,2014-2015,Anguil,-36.516765,-64.01673306,Anguil  2014-2015,Convencional,Normal,52,Directa,46000,12/11/2014,NO,NO
ACA 867,ACA,76,150,,3661,50.78,3982,2014-2015,Asturias,-36.171533,-61.872622,Asturias  2014-2015,Convencional,Normal,,,,20/10/2014,NO,SI
ACA 867,ACA,63,,51423,2818,49.25,3022,2014-2015,Balcarce,-37.84985917,-58.26744333,Balcarce  2014-2015,Convencional,Tardia,52,Directa,53000,01/12/2014,NO,SI
ACA 867,ACA,63,124,,1130,,,2014-2015,Barrow,-38.311904,-60.231644,Barrow  2014-2015,Convencional,Segunda,52,Directa,45000,06/01/2015,NO,SI
ACA 867,ACA,63,2,,2815,55.02,3182,2014-2015,Barrow,-38.311904,-60.231644,Barrow  2014-2015,Convencional,Tardia,52,Directa,45000,09/12/2014,NO,SI
ACA 867,ACA,72,170,,3373,51.35,3688,2014-2015,Barrow,-38.311904,-60.231644,Barrow  2014-2015,Convencional,Normal,52,Directa,45000,31/10/2014,NO,SI
ACA 867,ACA,77,161,,3835,53.9,4291,2014-2015,Bellocq,-35.932778,-61.487778,Bellocq  2014-2015,Convencional,Normal,52,Directa,46000,23/10/2014,NO,SI
ACA 867,ACA,71,150,45279,3489,48.22,3706,2014-2015,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2014-2015,Convencional,Normal,52,Directa,45000,31/10/2014,NO,SI
ACA 867,ACA,71,159,49689,3138,50.86,3416,2014-2015,Madariaga,-37.00011778,-57.13295222,Madariaga  2014-2015,Convencional,Normal,,,,05/11/2014,NO,SI
ACA 867,ACA,80,,38571,3346,53.28,3723,2014-2015,Miramar,-38.25021556,-57.83298972,Miramar  2014-2015,Convencional,Normal,52,Directa,37000,21/10/2014,NO,SI
ACA 867,ACA,79,148,56190,4165,44.79,4281,2014-2015,Pieres,-38.393776,-58.672387,Pieres  2014-2015,Convencional,Normal,52,Directa,54000,30/10/2014,NO,SI
ACA 867,ACA,67,158,,4246,49.75,4575,2014-2015,Rauch,-36.78343389,-59.08307528,Rauch  2014-2015,Convencional,Normal,52,Directa,45000,08/11/2014,NO,SI
ACA 867,ACA,70,153,,3037,53.07,3373,2014-2015,Tandil,-37.31680472,-59.13307167,Tandil  2014-2015,Convencional,Normal,52,Directa,48000,14/11/2014,NO,SI
ACA 867,ACA,74,159,,4801,47.49,5065,2014-2015,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2014-2015,Convencional,Normal,,,,20/10/2014,NO,SI
ACA 868 HO,ACA,,175,,2350,51.52,2574,2015-2016,Anguil,-36.516765,-64.01673306,Anguil  2015-2016,Convencional,Normal,52,Directa,60000,14/11/2015,NO,SI
ACA 868 HO,ACA,74,198,,3906,52.33,4309,2015-2016,Asturias,-36.171533,-61.872622,Asturias  2015-2016,Convencional,Normal,,,,31/10/2015,NO,SI
ACA 868 HO,ACA,66,123,55741,2374,47.78,2511,2015-2016,Balcarce,-37.84985917,-58.26744333,Balcarce  2015-2016,Convencional,Tardia,52,Directa,53000,01/12/2015,NO,SI
ACA 868 HO,ACA,72,138,49470,2611,53.71,2917,2015-2016,Balcarce,-37.84985917,-58.26744333,Balcarce  2015-2016,Convencional,Normal,52,Directa,45000,28/10/2015,NO,SI
ACA 868 HO,ACA,73,166,,3447,51.11,3761,2015-2016,Barrow,-38.311904,-60.231644,Barrow  2015-2016,Convencional,Normal,52,Directa,44000,05/11/2015,NO,SI
ACA 868 HO,ACA,78,189,,3353,49.47,3603,2015-2016,Bellocq,-35.932778,-61.487778,Bellocq  2015-2016,Convencional,Normal,52,Directa,46000,02/11/2015,NO,SI
ACA 868 HO,ACA,72,,,3720,53.28,4140,2015-2016,Bolívar,-36.23340306,-61.11654167,Bolívar  2015-2016,Convencional,Normal,,,,20/10/2015,NO,SI
ACA 868 HO,ACA,,,,3885,52.86,4307,2015-2016,Bordenave,-37.81685778,-63.03333306,Bordenave  2015-2016,Convencional,Normal,,,,04/11/2015,NO,SI
ACA 868 HO,ACA,72,184,41063,3678,51.73,4036,2015-2016,Coronel Suarez,-37.46683528,-61.93326111,Coronel Suarez  2015-2016,Convencional,Normal,52,Directa,39000,23/10/2015,NO,SI
ACA 868 HO,ACA,75,155,66468,4443,53.23,4942,2015-2016,Pieres,-38.393776,-58.672387,Pieres  2015-2016,Convencional,Normal,52,Directa,59000,03/11/2015,NO,SI
ACA 868 HO,ACA,65,187,,4165,46.43,4350,2015-2016,Trenque Lauquen,-35.96671,-62.73331972,Trenque Lauquen  2015-2016,Convencional,Normal,,,,30/10/2015,NO,SI
ACA 868 HO,ACA,56,124,52885,2648,51.57,2901,2016-2017,Anguil,-36.516765,-64.01673306,Anguil  2016-2017,Convencional,Normal,52,Directa,49000,10/11/2016,NO,SI
ACA 868 HO,ACA,67,,,3632,48.34,3862,2016-2017,Asturias,-36.171533,-61.872622,Asturias  2016-2017,Convencional,Normal,,,,03/11/2016,NO,SI
ACA 868 HO,ACA,,,,1766,,,2016-2017,Balcarce,-37.84985917,-58.26744333,Balcarce  2016-2017,Convencional,Normal,52,Directa,50000,,NO,SI
ACA 868 HO,ACA,79,118,46620,2662,47.93,2820,2016-2017,Balcarce,-37.84985917,-58.26744333,Balcarce  2016-2017,Convencional,Normal,52,Directa,50000,,NO,SI
